ts,series_id,value
2025-05-10T01:00:00+05:30,demand_mw,4386.62
2025-05-10T01:15:00+05:30,demand_mw,4313.15
2025-05-10T01:30:00+05:30,demand_mw,4220.08
2025-05-10T01:45:00+05:30,demand_mw,4157.7
2025-05-10T02:00:00+05:30,demand_mw,4104.6
2025-05-10T02:15:00+05:30,demand_mw,4052.58
2025-05-10T02:30:00+05:30,demand_mw,3997.85
2025-05-10T02:45:00+05:30,demand_mw,3971.55
2025-05-10T03:00:00+05:30,demand_mw,3967.79
2025-05-10T03:15:00+05:30,demand_mw,3907.29
2025-05-10T03:30:00+05:30,demand_mw,3884.85
2025-05-10T03:45:00+05:30,demand_mw,3859.62
2025-05-10T04:00:00+05:30,demand_mw,3817.25
2025-05-10T04:15:00+05:30,demand_mw,3803.77
2025-05-10T04:30:00+05:30,demand_mw,3778.49
2025-05-10T04:45:00+05:30,demand_mw,3775.5
2025-05-10T05:00:00+05:30,demand_mw,3762.66
2025-05-10T05:15:00+05:30,demand_mw,3761.28
2025-05-10T05:30:00+05:30,demand_mw,3767.36
2025-05-10T05:45:00+05:30,demand_mw,3759.01
2025-05-10T06:00:00+05:30,demand_mw,3772.54
2025-05-10T06:15:00+05:30,demand_mw,3746.78
2025-05-10T06:30:00+05:30,demand_mw,3727.32
2025-05-10T06:45:00+05:30,demand_mw,3687.58
2025-05-10T07:00:00+05:30,demand_mw,3642.17
2025-05-10T07:15:00+05:30,demand_mw,3638.65
2025-05-10T07:30:00+05:30,demand_mw,3570.71
2025-05-10T07:45:00+05:30,demand_mw,3527.48
2025-05-10T08:00:00+05:30,demand_mw,3520.14
2025-05-10T08:15:00+05:30,demand_mw,3485.56
2025-05-10T08:30:00+05:30,demand_mw,3480.69
2025-05-10T08:45:00+05:30,demand_mw,3476.5
2025-05-10T09:00:00+05:30,demand_mw,3520.42
2025-05-10T09:15:00+05:30,demand_mw,3558.69
2025-05-10T09:30:00+05:30,demand_mw,3563.78
2025-05-10T09:45:00+05:30,demand_mw,3609.45
2025-05-10T10:00:00+05:30,demand_mw,3593.09
2025-05-10T10:15:00+05:30,demand_mw,3617.63
2025-05-10T10:30:00+05:30,demand_mw,3595.07
2025-05-10T10:45:00+05:30,demand_mw,3598.52
2025-05-10T11:00:00+05:30,demand_mw,3594.97
2025-05-10T11:15:00+05:30,demand_mw,3579.06
2025-05-10T11:30:00+05:30,demand_mw,3563.44
2025-05-10T11:45:00+05:30,demand_mw,3569.49
2025-05-10T12:00:00+05:30,demand_mw,3573.02
2025-05-10T12:15:00+05:30,demand_mw,3563.4
2025-05-10T12:30:00+05:30,demand_mw,3574.97
2025-05-10T12:45:00+05:30,demand_mw,3573.15
2025-05-10T13:00:00+05:30,demand_mw,3504.09
2025-05-10T13:15:00+05:30,demand_mw,3518.97
2025-05-10T13:30:00+05:30,demand_mw,3549.94
2025-05-10T13:45:00+05:30,demand_mw,3617.41
2025-05-10T14:00:00+05:30,demand_mw,3712.34
2025-05-10T14:15:00+05:30,demand_mw,3799.0
2025-05-10T14:30:00+05:30,demand_mw,3914.24
2025-05-10T14:45:00+05:30,demand_mw,3992.9
2025-05-10T15:00:00+05:30,demand_mw,4054.58
2025-05-10T15:15:00+05:30,demand_mw,4096.18
2025-05-10T15:30:00+05:30,demand_mw,4164.34
2025-05-10T15:45:00+05:30,demand_mw,4215.72
2025-05-10T16:00:00+05:30,demand_mw,4198.76
2025-05-10T16:15:00+05:30,demand_mw,4209.77
2025-05-10T16:30:00+05:30,demand_mw,4241.34
2025-05-10T16:45:00+05:30,demand_mw,4258.29
2025-05-10T17:00:00+05:30,demand_mw,4222.98
2025-05-10T17:15:00+05:30,demand_mw,4213.27
2025-05-10T17:30:00+05:30,demand_mw,4178.05
2025-05-10T17:45:00+05:30,demand_mw,4183.7
2025-05-10T18:00:00+05:30,demand_mw,4111.52
2025-05-10T18:15:00+05:30,demand_mw,4127.37
2025-05-10T18:30:00+05:30,demand_mw,4263.21
2025-05-10T18:45:00+05:30,demand_mw,4502.61
2025-05-10T19:00:00+05:30,demand_mw,4631.21
2025-05-10T19:15:00+05:30,demand_mw,4633.61
2025-05-10T19:30:00+05:30,demand_mw,4590.14
2025-05-10T19:45:00+05:30,demand_mw,4591.64
2025-05-10T20:00:00+05:30,demand_mw,4576.85
2025-05-10T20:15:00+05:30,demand_mw,4575.79
2025-05-10T20:30:00+05:30,demand_mw,4559.18
2025-05-10T20:45:00+05:30,demand_mw,4554.78
2025-05-10T21:00:00+05:30,demand_mw,4581.91
2025-05-10T21:15:00+05:30,demand_mw,4600.93
2025-05-10T21:30:00+05:30,demand_mw,4670.46
