ts,value,lag_1d,lag_2d,lag_7d,block_sin,block_cos,dow,is_weekend,is_holiday,month_sin,month_cos,temperature_2m,precipitation,cloud_cover
2026-06-17 16:30:00,3560.65,3669.62,3854.2,3653.54,-0.9469301294951056,-0.3214394653031618,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 16:45:00,3576.22,3742.24,3886.5,3654.46,-0.9659258262890683,-0.25881904510252063,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 17:00:00,3532.34,3701.6,3937.17,3615.91,-0.9807852804032303,-0.19509032201612866,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 17:15:00,3501.46,3705.61,3814.51,3695.22,-0.9914448613738104,-0.13052619222005163,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 17:30:00,3561.04,3624.97,3899.35,3668.0,-0.9978589232386035,-0.06540312923014273,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 17:45:00,3539.93,3687.8,3819.23,3624.98,-1.0,-1.8369701987210297e-16,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 18:00:00,3513.55,3653.06,3803.72,3593.02,-0.9978589232386036,0.06540312923014237,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 18:15:00,3522.91,3662.54,3898.34,3657.78,-0.9914448613738105,0.13052619222005127,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 18:30:00,3596.24,3806.31,3994.59,3785.13,-0.9807852804032304,0.1950903220161283,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 18:45:00,3765.41,4002.82,4216.93,3916.07,-0.9659258262890684,0.2588190451025203,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 19:00:00,3966.73,4061.71,4253.29,4038.76,-0.9469301294951057,0.3214394653031615,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 19:15:00,3957.5,4039.09,4303.74,4061.76,-0.923879532511287,0.38268343236508917,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 19:30:00,3993.37,4140.26,4372.05,4035.18,-0.8968727415326884,0.442288690219001,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 19:45:00,3973.86,4031.58,4335.56,4034.09,-0.8660254037844386,0.5000000000000001,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 20:00:00,3907.08,4041.81,4252.68,4045.98,-0.8314696123025455,0.5555702330196018,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 20:15:00,3909.08,4075.44,4368.33,4089.22,-0.7933533402912357,0.6087614290087199,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 20:30:00,3980.67,4120.4,4307.36,4106.15,-0.7518398074789772,0.6593458151000691,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 20:45:00,3896.05,4111.99,4344.83,4050.16,-0.7071067811865477,0.7071067811865474,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 21:00:00,4006.32,4055.31,4295.47,4068.46,-0.6593458151000687,0.7518398074789775,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 21:15:00,4019.08,4091.29,4365.07,4112.93,-0.608761429008721,0.7933533402912349,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 21:30:00,3995.13,4160.77,4432.9,4118.28,-0.555570233019603,0.8314696123025447,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 21:45:00,4071.21,4171.31,4444.41,4221.95,-0.5000000000000004,0.8660254037844384,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 22:00:00,4203.2,4283.25,4515.12,4357.41,-0.4422886902190014,0.8968727415326883,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 22:15:00,4127.82,4281.0,4493.46,4226.58,-0.38268343236508956,0.9238795325112868,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 22:30:00,4022.89,4235.93,4469.94,4182.85,-0.32143946530316186,0.9469301294951056,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 22:45:00,4051.89,4157.81,4440.45,4227.1,-0.25881904510252157,0.9659258262890681,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
